id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email;lastOrderDate
122;Srta. Jade Fernandes;349.601.578-01;M;1960-01-07;1;;False;;;2025-03-01T02:25:51;vitoria56;2025-03-01T02:25:51;vitoria56;7156824519;srta.47@yahoo.com.br;2025-10-27T21:56:11
123;Ana Liz Farias;209.671.543-16;M;1952-06-01;2;;True;2025-11-22T12:36:01;ayla16;2025-06-10T06:28:49;xlopes;2025-06-10T06:28:49;xlopes;3159168340;ana60@ig.com.br;
124;Arthur Moraes;809.712.365-77;F;1982-02-19;1;JWLW4090;False;;;2024-06-08T14:04:59;mlopes;2024-06-08T14:04:59;mlopes;8183193121;arthur97@uol.com.br;2025-10-16T21:26:08
125;Bianca Gomes;85.649.701/0001-09;M;1962-01-24;1;;False;;;2025-09-05T21:02:02;bda-mota;2025-09-05T21:02:02;bda-mota;5117716034;bianca90@uol.com.br;2025-10-12T09:10:52
126;Brayan Silva;06.273.849/0001-15;;1974-09-24;1;;True;2025-07-02T22:02:55;emilly39;2025-02-02T19:41:00;heloisa19;2025-02-02T19:41:00;heloisa19;4151772543;brayan27@ig.com.br;2025-07-26T16:42:06
127;Caio Barros;192.365.087-40;F;1974-12-11;1;;True;2025-10-10T00:36:57;josuearagao;2025-03-17T15:22:05;cunharavy;2025-03-17T15:22:05;cunharavy;5505187318291;caio56@uol.com.br;2025-06-25T09:54:21
128;Maria Fernanda Araújo;306.947.815-84;O;1982-02-22;1;;False;;;2025-05-21T04:15:59;bernardo06;2025-05-21T04:15:59;bernardo06;3103360051;maria90@gmail.com;2025-11-17T12:29:49
129;Sra. Pietra Peixoto;520.179.684-20;M;1976-01-16;1;;True;2025-08-05T01:57:38;maria-alicesantos;2025-06-30T12:35:56;vasconcelosbento;2025-06-30T12:35:56;vasconcelosbento;5005472865;sra.91@ig.com.br;2025-11-08T18:55:42
130;Isabel Vasconcelos;958.127.463-46;M;1984-07-07;1;;True;2025-06-03T20:19:37;oliviaribeiro;2024-04-20T12:04:32;fernanda36;2024-04-20T12:04:32;fernanda36;5506146013713;isabel87@yahoo.com.br;2025-10-27T20:31:18
131;Alícia da Cruz;946.783.125-28;F;1990-02-15;1;;False;;;2025-08-27T13:17:39;ycardoso;2025-08-27T13:17:39;ycardoso;5505104050229;alícia50@gmail.com;2025-09-26T21:02:19
132;Ana Vitória Rodrigues;534.791.028-32;O;1953-01-09;1;;False;;;2025-07-28T19:25:50;danielborges;2025-07-28T19:25:50;danielborges;5508113279173;ana44@bol.com.br;2025-09-18T16:49:00
133;Davi Almeida;263.945.708-00;F;1957-10-19;2;LFQW1895;False;;;2025-10-10T01:44:26;maria-sophia32;2025-10-10T01:44:26;maria-sophia32;5152527345;davi29@gmail.com;
134;Leonardo Castro;276.894.053-47;F;1971-12-15;1;;True;2025-09-11T20:49:44;carvalhoyan;2025-08-16T05:02:22;maria-helenaabreu;2025-08-16T05:02:22;maria-helenaabreu;5116273658;leonardo45@yahoo.com.br;2025-11-15T20:44:21
135;Nicole Andrade;246.513.987-82;F;2005-11-19;2;;False;;;2025-04-12T21:55:44;henry-gabriel68;2025-04-12T21:55:44;henry-gabriel68;5128704016;nicole73@hotmail.com;
136;Dr. Luiz Gustavo da Costa;925.031.864-24;M;1950-04-07;1;;True;2025-11-08T08:40:26;joao-gabrielrocha;2025-10-15T20:33:12;ana-laurada-rocha;2025-10-15T20:33:12;ana-laurada-rocha;5507129297908;dr.22@hotmail.com;2025-11-19T20:38:50
137;Dr. Antony Cassiano;190.528.476-49;F;1975-07-01;1;;True;2024-12-27T20:16:59;ksiqueira;2024-10-03T18:27:54;yjesus;2024-10-03T18:27:54;yjesus;5504122508823;dr.97@ig.com.br;2025-10-02T08:35:19
138;Sr. Enrico Peixoto;058.163.729-12;F;1960-03-09;1;;True;2025-09-28T01:55:09;prodrigues;2025-09-02T04:05:33;cirinomariane;2025-09-02T04:05:33;cirinomariane;3169080061;sr.31@ig.com.br;2025-09-12T11:36:53
139;Clarice Peixoto;470.318.629-22;F;2000-06-04;2;;True;2025-09-08T05:49:53;camila91;2025-06-06T19:51:24;pimentavitor-gabriel;2025-06-06T19:51:24;pimentavitor-gabriel;5501185044311;clarice89@gmail.com;
140;Yan da Cunha;703.456.821-90;F;1967-06-19;1;;False;;;2025-07-28T20:34:15;saleo;2025-07-28T20:34:15;saleo;9006488988;yan84@ig.com.br;2025-11-19T13:47:02
141;Maria Luiza Oliveira;568.142.379-46;M;1997-02-13;1;UONT0040;False;;;2025-06-22T03:38:57;fernanda53;2025-06-22T03:38:57;fernanda53;8001522995;maria86@ig.com.br;2025-11-05T12:38:56
142;Yan Garcia;039.281.475-79;M;1991-01-20;1;YCTE9571;True;2025-06-20T14:31:46;apollo77;2025-05-04T20:34:09;smendonca;2025-05-04T20:34:09;smendonca;2178639725;yan59@hotmail.com;2025-07-18T20:32:41
143;Maria Vitória Garcia;245.376.918-91;;1953-06-08;2;;True;2024-07-24T09:53:40;luiz-gustavovargas;2024-06-26T07:09:37;yasminda-conceicao;2024-06-26T07:09:37;yasminda-conceicao;2185405198;maria95@yahoo.com.br;2025-03-26T19:28:25
144;João Pedro Sá;952.460.138-98;F;1982-02-25;1;;True;2025-09-12T18:44:12;fcampos;2025-08-14T14:05:52;maria-laura28;2025-08-14T14:05:52;maria-laura28;8489812653;joão59@ig.com.br;2025-11-24T16:58:14
145;Srta. Ana Beatriz Machado;231.640.598-33;F;1971-08-20;1;ZDHL9750;False;;;2024-04-09T12:16:15;das-nevescaroline;2024-04-09T12:16:15;das-nevescaroline;5503124937353;srta.68@ig.com.br;2025-10-18T17:47:51
146;Dra. Isabella Macedo;245.930.178-23;F;1950-03-31;1;;True;2025-11-15T01:51:47;riosluiz-fernando;2024-12-12T16:58:18;cteixeira;2024-12-12T16:58:18;cteixeira;6147770501;dra.57@ig.com.br;2025-10-08T17:06:11
147;Arthur Miguel Cirino;690.824.317-69;O;1973-02-24;1;LVQL5117;True;2025-03-21T06:56:39;isabel73;2025-01-20T10:21:22;nicolas44;2025-01-20T10:21:22;nicolas44;556179638128;arthur71@yahoo.com.br;2025-06-20T14:26:00
148;Pedro Duarte;514.782.093-05;;1997-04-23;1;BTFV4010;False;;;2024-03-09T06:59:34;rezendeana-luiza;2024-03-09T06:59:34;rezendeana-luiza;8189298084;pedro68@uol.com.br;2025-09-28T21:13:16
149;João Lucas Castro;821.095.364-89;F;1962-04-25;1;;False;;;2024-08-14T00:56:49;hmarques;2024-08-14T00:56:49;hmarques;558418716403;joão50@ig.com.br;2025-11-09T13:35:21
150;Luna Cavalcante;523.017.469-25;F;1989-10-10;1;FPII7917;False;;;2024-10-18T17:55:56;marquesesther;2024-10-18T17:55:56;marquesesther;558144962337;luna97@yahoo.com.br;2025-09-18T13:57:28
151;Ayla Ramos;594.130.876-01;F;1972-05-14;1;;False;;;2025-05-13T23:00:53;bleao;2025-05-13T23:00:53;bleao;5507126491313;ayla51@yahoo.com.br;2025-08-11T11:24:16
152;Yasmin Pastor;410.539.862-89;F;1957-03-26;1;XPDN8899;False;;;2024-01-18T20:32:42;gabrielly79;2024-01-18T20:32:42;gabrielly79;8189648908;yasmin29@bol.com.br;2025-11-11T21:23:42
153;Eduardo Ramos;498.302.571-50;M;1964-03-21;1;;False;;;2025-03-13T00:36:41;pachecobento;2025-03-13T00:36:41;pachecobento;557192844077;eduardo60@hotmail.com;2025-11-03T08:11:26
154;Joaquim da Conceição;856.371.042-71;F;1974-05-31;2;WXAI4214;True;2025-11-08T09:02:06;ana-ceciliapinto;2025-08-02T17:24:14;duarteisabel;2025-08-02T17:24:14;duarteisabel;5508144963445;joaquim68@bol.com.br;
155;Sr. Caio Fernandes;82.403.579/0001-06;F;1986-01-04;2;;False;;;2025-09-09T14:05:29;krios;2025-09-09T14:05:29;krios;7147255953;sr.51@uol.com.br;
156;Heitor Pastor;982.546.170-58;F;1976-08-20;2;;False;;;2025-10-14T16:36:35;rafaela12;2025-10-14T16:36:35;rafaela12;8430458872;heitor14@gmail.com;
157;Isaque Aragão;582.736.904-74;F;1974-07-03;1;;True;2025-11-13T23:43:08;rsantos;2024-10-13T08:56:48;joaomendonca;2024-10-13T08:56:48;joaomendonca;5502122574076;isaque89@gmail.com;2025-09-27T23:44:02
158;Luara Costela;893.574.021-79;M;1999-10-20;1;;False;;;2024-12-04T19:11:53;daniela73;2024-12-04T19:11:53;daniela73;5502132428606;luara52@bol.com.br;2025-11-11T09:49:01
159;Anthony Santos;812.093.467-96;F;1990-05-23;2;;False;;;2025-10-19T23:26:40;valentim09;2025-10-19T23:26:40;valentim09;555153413024;anthony50@gmail.com;
160;José Pedro Montenegro;943.856.012-24;;1988-07-10;1;FYZS3601;False;;;2024-06-28T00:04:51;caiobarbosa;2024-06-28T00:04:51;caiobarbosa;558169721373;josé11@yahoo.com.br;2025-06-12T13:52:04
161;Maria Sophia Machado;187.640.395-01;F;1986-02-28;1;;True;2025-09-16T15:33:22;olivervieira;2025-04-13T12:44:16;zdias;2025-04-13T12:44:16;zdias;5508406656646;maria56@ig.com.br;2025-11-11T22:35:04
162;Marcelo Vargas;61.723.098/0001-08;O;1992-04-03;1;;True;2025-09-13T10:16:40;ana-julia43;2025-06-24T05:20:32;fonsecaemanuella;2025-06-24T05:20:32;fonsecaemanuella;7166035236;marcelo15@gmail.com;2025-10-06T20:28:59
163;Evelyn da Paz;305.176.249-07;F;1984-02-01;1;QYEC5323;False;;;2025-01-30T22:22:28;emanuella53;2025-01-30T22:22:28;emanuella53;5504139040038;evelyn27@yahoo.com.br;2025-11-18T12:28:51
164;Yan Macedo;389.205.471-14;M;1983-05-15;2;JZAS4143;True;2025-10-20T03:33:24;fernanda02;2025-09-19T05:56:36;da-conceicaomaite;2025-09-19T05:56:36;da-conceicaomaite;2136194166;yan79@ig.com.br;
165;Manuela Siqueira;20.364.815/0001-67;F;1964-05-08;1;;True;2025-11-20T17:14:34;cirinomariah;2025-10-04T07:19:44;cavalcantejoao-lucas;2025-10-04T07:19:44;cavalcantejoao-lucas;5006855334;manuela58@hotmail.com;2025-11-24T15:09:38
166;Lucas Gabriel Sampaio;098.372.645-00;F;1973-07-09;2;;False;;;2025-10-11T13:43:36;sampaiolarissa;2025-10-11T13:43:36;sampaiolarissa;555147825755;lucas67@yahoo.com.br;
167;Sr. Arthur Gabriel Martins;532.094.817-41;F;1961-05-09;1;;True;2025-10-29T23:11:57;rfogaca;2024-07-04T20:40:31;sara66;2024-07-04T20:40:31;sara66;5005771542;sr.19@bol.com.br;2025-10-15T12:32:26
168;Alícia Cirino;26.574.103/0001-59;;1955-03-28;1;;True;2025-11-19T10:41:41;abreumaria-flor;2025-08-13T11:06:29;vitor-hugo57;2025-08-13T11:06:29;vitor-hugo57;5102842345;alícia39@hotmail.com;2025-11-05T23:29:39
169;Srta. Maria Helena Barros;819.752.304-50;F;1988-04-05;2;;False;;;2024-06-05T04:16:18;duartemiguel;2024-06-05T04:16:18;duartemiguel;8421854188;srta.84@hotmail.com;2024-09-16T20:59:05
170;Samuel da Mata;812.360.975-21;M;1953-09-26;1;;False;;;2024-05-12T03:57:10;gael-henrique85;2024-05-12T03:57:10;gael-henrique85;558476726214;samuel16@gmail.com;2025-10-02T12:44:07
171;Calebe Moraes;130.564.792-07;M;1980-08-13;1;;False;;;2024-12-03T13:51:52;vasconcelosjoaquim;2024-12-03T13:51:52;vasconcelosjoaquim;5506124332334;calebe60@yahoo.com.br;2025-11-26T12:25:35
172;Gustavo Pereira;274.980.635-65;F;1971-10-08;1;;True;2024-11-27T05:20:50;aliciacassiano;2024-08-29T23:03:45;ocostela;2024-08-29T23:03:45;ocostela;3005313261;gustavo79@yahoo.com.br;2025-06-29T15:47:05
173;José Gonçalves;039.182.654-98;F;2000-01-04;1;WPLX6780;False;;;2024-05-31T04:51:18;yansa;2024-05-31T04:51:18;yansa;8004558622;josé63@ig.com.br;2025-11-18T12:57:54
174;Rafaela da Rosa;078.953.461-48;F;1953-06-02;1;;True;2025-10-04T06:38:25;arthur-miguelmendes;2025-07-04T18:02:51;da-luzmurilo;2025-07-04T18:02:51;da-luzmurilo;1188795818;rafaela49@uol.com.br;2025-10-29T20:15:00
175;Giovanna Siqueira;082.163.457-71;M;1955-11-25;2;CBVL9496;False;;;2024-10-05T03:33:20;znunes;2024-10-05T03:33:20;znunes;5506105527356;giovanna31@ig.com.br;
176;Miguel da Mota;54.198.632/0001-30;M;1951-09-06;1;;True;2024-02-23T00:19:57;vieiranatalia;2024-01-28T02:18:46;nathanoliveira;2024-01-28T02:18:46;nathanoliveira;7176829066;miguel37@yahoo.com.br;2025-10-24T12:43:08
177;Mariana Teixeira;635.407.182-90;F;1981-03-12;1;NXWZ1770;True;2025-02-24T16:27:13;wda-cunha;2024-01-06T04:31:03;tcastro;2024-01-06T04:31:03;tcastro;3179938728;mariana51@hotmail.com;2025-10-22T15:45:01
178;Laís Barbosa;604.832.791-96;M;1966-06-19;2;;True;2025-11-29T11:04:42;oliver11;2025-11-29T06:16:27;leticia98;2025-11-29T06:16:27;leticia98;2137858450;laís48@yahoo.com.br;
179;Otto da Rosa;93.648.015/0001-41;M;1963-09-13;2;;False;;;2024-03-02T12:43:24;oliviafarias;2024-03-02T12:43:24;oliviafarias;5002703480;otto46@hotmail.com;2024-08-29T09:56:09
180;Marina Farias;471.398.256-37;F;1967-01-14;1;;False;;;2025-05-09T01:05:11;csantos;2025-05-09T01:05:11;csantos;5502113917898;marina55@hotmail.com;2025-08-28T08:11:20
181;Matheus Aparecida;617.908.253-77;M;1984-01-18;1;ZQIB3878;True;2025-06-18T17:09:51;jesusmiguel;2024-05-30T02:55:23;samaria-isis;2024-05-30T02:55:23;samaria-isis;9006404280;matheus81@uol.com.br;2025-11-09T20:34:34
182;Alexandre Câmara;154.927.806-11;F;1955-12-14;1;;False;;;2025-06-02T10:12:53;portoanna-liz;2025-06-02T10:12:53;portoanna-liz;553192051262;alexandre17@gmail.com;2025-09-16T13:25:52
183;Daniela Souza;801.295.364-15;M;1953-03-21;1;;True;2025-08-23T03:09:50;mendeslucas-gabriel;2025-03-08T03:09:14;milena24;2025-03-08T03:09:14;milena24;5501186042875;daniela31@hotmail.com;2025-08-11T08:14:13
184;Joana Albuquerque;650.823.741-17;F;1998-03-03;2;;False;;;2024-12-20T06:18:20;vfonseca;2024-12-20T06:18:20;vfonseca;554181807802;joana51@hotmail.com;
185;João Lucas Gonçalves;624.378.059-74;M;1962-09-15;2;CZQJ7532;True;2025-11-03T20:18:19;ramoshenrique;2025-09-26T18:50:52;cecilia67;2025-09-26T18:50:52;cecilia67;551117695466;joão85@hotmail.com;
186;Ana Júlia Nunes;269.045.183-24;F;1988-06-02;2;;False;;;2025-07-17T14:19:14;evelynborges;2025-07-17T14:19:14;evelynborges;4150438886;ana39@bol.com.br;
187;Erick da Paz;527.681.390-68;M;1964-02-12;1;;True;2025-07-10T17:51:53;carvalhoeduardo;2025-02-04T16:00:29;imartins;2025-02-04T16:00:29;imartins;1191581824;erick29@bol.com.br;2025-10-17T11:13:47
188;Mariane Viana;96.074.523/0001-51;M;1994-05-31;1;;True;2025-04-18T16:04:35;vicentecasa-grande;2024-01-12T08:00:38;dmendonca;2024-01-12T08:00:38;dmendonca;5507183222283;mariane8@uol.com.br;2025-11-17T19:42:55
189;André Dias;234.751.906-99;F;2001-09-11;2;KCTR1331;False;;;2024-08-05T05:03:35;isissampaio;2024-08-05T05:03:35;isissampaio;5006458552;andré35@uol.com.br;2025-02-14T21:28:21
190;Ana Julia Porto;650.183.749-93;M;1958-02-03;1;QWTL4945;True;2024-06-09T19:50:35;bento55;2024-04-08T06:02:08;sofiajesus;2024-04-08T06:02:08;sofiajesus;5501130175829;ana35@hotmail.com;2025-08-05T13:03:03
191;Thiago Santos;42.396.801/0001-68;M;1998-11-12;1;;True;2025-07-28T02:02:54;tcamara;2025-04-05T12:27:50;paulobarbosa;2025-04-05T12:27:50;paulobarbosa;5109189110;thiago78@gmail.com;2025-10-28T21:31:34
192;Sr. Kaique Moreira;869.712.045-49;F;1988-01-09;1;;False;;;2024-04-19T12:59:09;alvespedro;2024-04-19T12:59:09;alvespedro;8009205323;sr.92@uol.com.br;2025-09-29T13:04:43
193;Ryan Brito;650.792.431-80;F;1997-11-01;1;YJAH9286;False;;;2025-11-17T04:16:09;diasana-beatriz;2025-11-17T04:16:09;diasana-beatriz;551125489167;ryan32@gmail.com;2025-11-24T18:35:35
194;Igor Fernandes;286.743.510-26;F;1982-01-17;1;;True;2025-08-24T23:35:12;joao-miguel30;2025-07-06T15:42:04;eferreira;2025-07-06T15:42:04;eferreira;8163330511;igor36@yahoo.com.br;2025-11-24T19:38:45
195;Alícia Nogueira;280.319.756-12;F;1992-03-04;1;;False;;;2025-08-03T09:02:21;auroraporto;2025-08-03T09:02:21;auroraporto;3131162644;alícia97@bol.com.br;2025-11-06T18:29:46
196;Sra. Juliana Abreu;031.425.768-35;M;1954-04-10;2;;False;;;2025-08-30T12:18:03;melina58;2025-08-30T12:18:03;melina58;554188056235;sra.36@ig.com.br;
197;Daniel da Mota;23.915.460/0001-45;F;1971-08-13;2;ZBHY2321;True;2025-07-01T23:03:14;marcelasampaio;2025-05-31T21:28:29;maria-cecilia01;2025-05-31T21:28:29;maria-cecilia01;5501163911898;daniel60@hotmail.com;
198;Dr. Breno Costela;943.610.827-31;M;1968-05-29;1;;False;;;2024-04-13T16:31:58;rebeca35;2024-04-13T16:31:58;rebeca35;5508404916929;dr.64@bol.com.br;2025-11-23T21:49:22
199;Ágatha Vargas;184.723.906-40;M;1978-08-22;1;;False;;;2025-05-23T03:16:31;fernandarios;2025-05-23T03:16:31;fernandarios;3141119625;ágatha42@hotmail.com;2025-09-24T19:36:11
200;Yago Monteiro;329.647.508-74;O;1984-01-19;1;;False;;;2025-02-10T04:00:03;joao-gabriel27;2025-02-10T04:00:03;joao-gabriel27;5506116271576;yago21@yahoo.com.br;2025-10-22T09:16:56
201;Maria Júlia Carvalho;827.453.691-64;F;1998-01-12;2;;True;2025-11-29T20:58:56;scostela;2025-11-29T20:04:09;da-luzthales;2025-11-29T20:04:09;da-luzthales;4195838130;maria37@gmail.com;
202;Jade Carvalho;902.187.563-21;F;1989-12-21;2;;False;;;2025-10-13T01:10:37;maria-claraguerra;2025-10-13T01:10:37;maria-claraguerra;5505135702741;jade80@ig.com.br;
203;Letícia Pires;924.758.603-83;F;1968-11-24;1;BBUQ0525;False;;;2025-09-18T20:46:32;bryancorreia;2025-09-18T20:46:32;bryancorreia;3122521302;letícia6@ig.com.br;2025-11-10T15:07:20
204;Sra. Pietra Fernandes;170.384.569-20;F;1990-06-13;1;;False;;;2024-09-29T22:02:12;marceloferreira;2024-09-29T22:02:12;marceloferreira;558418470009;sra.52@uol.com.br;2025-07-18T10:34:26
205;Davi Teixeira;453.860.271-07;O;1964-08-05;1;;True;2024-10-24T05:41:51;bellapastor;2024-10-11T00:18:35;maria-alicesousa;2024-10-11T00:18:35;maria-alicesousa;5503191456453;davi48@uol.com.br;2025-08-03T19:59:18
206;Hellena Costa;047.381.259-23;F;1989-08-06;2;TMZX7371;False;;;2025-08-30T05:30:36;souzaluiz-gustavo;2025-08-30T05:30:36;souzaluiz-gustavo;5008726362;hellena33@yahoo.com.br;
207;Bernardo Cavalcanti;285.903.761-68;M;1983-05-30;1;DUEB1257;False;;;2024-06-17T08:01:07;nteixeira;2024-06-17T08:01:07;nteixeira;8002226045;bernardo23@yahoo.com.br;2025-10-04T21:25:30
208;Dra. Júlia da Rocha;687.103.294-04;M;1958-07-15;1;;True;2025-10-13T18:07:27;dda-cunha;2025-08-04T14:56:22;tvieira;2025-08-04T14:56:22;tvieira;557113822812;dra.2@gmail.com;2025-10-12T18:10:55
209;Maria Luísa Pimenta;819.640.723-87;M;1958-08-01;1;ZQLH7015;True;2025-11-29T18:42:57;pedro-miguelsales;2025-09-09T16:29:58;cavalcantimathias;2025-09-09T16:29:58;cavalcantimathias;553173318314;maria74@hotmail.com;2025-10-11T20:24:57
210;Luiza Moura;73.598.412/0001-49;M;1972-09-20;1;;False;;;2024-05-20T07:43:02;cunhaana;2024-05-20T07:43:02;cunhaana;6169954536;luiza71@ig.com.br;2025-09-24T21:13:18
211;José Rocha;45.936.827/0001-40;F;1950-05-07;2;;True;2025-11-17T12:43:24;maria-clara23;2025-11-09T21:08:52;ogomes;2025-11-09T21:08:52;ogomes;557188413688;josé81@hotmail.com;
212;Vicente da Paz;865.430.192-98;M;1982-04-24;1;;False;;;2024-03-06T09:40:33;ceciliada-paz;2024-03-06T09:40:33;ceciliada-paz;5503111730179;vicente30@ig.com.br;2025-08-26T19:51:41
213;Lara Araújo;950.718.634-48;;2004-03-14;1;;False;;;2025-04-19T22:23:46;cporto;2025-04-19T22:23:46;cporto;554108776011;lara18@uol.com.br;2025-08-31T11:49:05
214;Sophia Machado;602.387.159-30;M;1998-08-22;1;;False;;;2025-03-18T17:18:58;goncalveslaura;2025-03-18T17:18:58;goncalveslaura;5504151080476;sophia44@bol.com.br;2025-10-04T09:48:09
215;Luiz Fernando Moura;138.760.452-07;F;1993-05-22;1;NBQE0110;False;;;2024-05-09T04:52:36;ian42;2024-05-09T04:52:36;ian42;5508158373119;luiz86@bol.com.br;2025-09-09T19:11:31
216;Srta. Ana Costela;905.821.746-94;M;1973-12-28;1;;False;;;2024-11-06T06:54:23;gustavo-henriquefarias;2024-11-06T06:54:23;gustavo-henriquefarias;5508111701252;srta.97@hotmail.com;2025-08-08T20:07:26
217;Davi Lucas Cassiano;018.572.493-05;M;1952-01-18;1;THXP3988;False;;;2025-04-13T19:39:38;helena39;2025-04-13T19:39:38;helena39;5502149008364;davi60@hotmail.com;2025-08-17T11:52:27
218;Giovanna Viana;823.095.467-47;F;1978-06-25;2;;True;2025-11-04T05:43:22;dandrade;2025-09-29T01:50:21;maria-luiza78;2025-09-29T01:50:21;maria-luiza78;6129340235;giovanna53@uol.com.br;
219;Lara Moraes;905.624.138-98;M;1969-05-17;2;;True;2025-10-31T02:21:44;ana-juliadias;2025-09-02T18:48:24;caua25;2025-09-02T18:48:24;caua25;3001880350;lara72@hotmail.com;
220;Sr. Matheus Duarte;826.934.075-83;;1978-02-19;2;CTRZ8967;False;;;2025-08-08T07:16:21;mouraanthony-gabriel;2025-08-08T07:16:21;mouraanthony-gabriel;558414089946;sr.53@gmail.com;
221;Otto Mendonça;847.031.259-60;M;1956-11-09;1;QDRD7113;True;2025-09-14T15:37:45;wnovaes;2024-10-04T14:37:29;ecardoso;2024-10-04T14:37:29;ecardoso;558163623893;otto72@gmail.com;2025-08-29T20:53:59
222;Sr. Pietro Viana;934.178.062-40;;1982-01-27;2;;False;;;2024-09-24T16:42:57;tcosta;2024-09-24T16:42:57;tcosta;8195483763;sr.96@uol.com.br;2025-03-27T11:26:24
223;Dr. Henrique Vieira;560.219.837-77;M;1980-12-31;2;SOXQ2904;False;;;2025-07-19T09:12:59;ana-ceciliaviana;2025-07-19T09:12:59;ana-ceciliaviana;5507138011926;dr.72@uol.com.br;
224;Dante Pinto;548.962.017-01;F;1990-08-07;1;;True;2025-05-04T18:21:29;manuellamacedo;2025-03-06T00:09:33;stephany42;2025-03-06T00:09:33;stephany42;5506158327366;dante59@gmail.com;2025-06-13T13:44:46
225;Emilly Silveira;401.857.632-35;F;2003-10-10;2;PHZF8977;True;2025-09-21T19:44:58;brayanaragao;2025-07-31T03:35:41;caldeiraagatha;2025-07-31T03:35:41;caldeiraagatha;4196076679;emilly94@gmail.com;
226;Juan da Cruz;49.537.821/0001-50;M;1952-05-31;2;;False;;;2025-08-28T18:20:09;cavalcanterebeca;2025-08-28T18:20:09;cavalcanterebeca;554160249783;juan88@hotmail.com;
227;Isadora Fernandes;975.381.602-21;F;1972-04-28;1;;False;;;2025-05-27T06:43:05;isabella60;2025-05-27T06:43:05;isabella60;5155761995;isadora77@ig.com.br;2025-11-29T20:20:12
228;Ana Liz da Luz;430.278.159-97;M;1991-01-01;1;;False;;;2024-10-12T11:41:59;joao-felipe84;2024-10-12T11:41:59;joao-felipe84;5506173227995;ana10@hotmail.com;2025-07-08T20:24:00
229;Gael Henrique Porto;89.356.402/0001-37;M;1983-08-29;2;;False;;;2024-06-14T19:29:33;pcasa-grande;2024-06-14T19:29:33;pcasa-grande;5107974296;gael42@yahoo.com.br;2024-09-03T15:41:09
230;Benjamim Gomes;960.738.154-84;F;1981-05-31;1;;False;;;2025-02-02T09:58:35;danielda-rosa;2025-02-02T09:58:35;danielda-rosa;8417004304;benjamim48@ig.com.br;2025-10-31T13:20:04
231;Oliver Novais;692.014.538-33;M;1955-09-04;2;;True;2025-05-11T23:57:38;portomaria-julia;2025-01-03T06:19:51;portoagatha;2025-01-03T06:19:51;portoagatha;8134937511;oliver72@ig.com.br;2025-02-04T09:35:08
232;Lavínia Camargo;542.019.387-60;;1970-12-18;1;;False;;;2025-05-19T01:35:15;olivia10;2025-05-19T01:35:15;olivia10;2109753327;lavínia64@ig.com.br;2025-07-20T13:55:53
233;João Miguel da Costa;346.180.927-69;M;1957-01-05;2;XZWU5542;True;2025-10-13T21:12:59;raul73;2024-07-22T13:54:19;maria-luizavieira;2024-07-22T13:54:19;maria-luizavieira;5508149140077;joão42@hotmail.com;2025-05-30T18:11:25
234;Srta. Alice da Cruz;896.207.351-02;F;1953-02-13;1;DTFT0446;True;2025-10-27T04:38:17;xgomes;2025-10-24T13:05:33;rsantos;2025-10-24T13:05:33;rsantos;556101463308;srta.68@yahoo.com.br;2025-11-19T12:21:58
235;Lucas Gabriel Pires;283.750.691-59;M;1958-05-08;1;;True;2025-03-28T11:50:46;vinicius52;2024-12-25T20:22:54;moreiragabriela;2024-12-25T20:22:54;moreiragabriela;7164091946;lucas24@uol.com.br;2025-09-27T12:22:59
236;Maria Flor Dias;831.297.465-28;M;1965-11-27;2;;False;;;2025-02-18T04:56:37;pmendes;2025-02-18T04:56:37;pmendes;9007937384;maria73@yahoo.com.br;
237;Maria Helena Camargo;81.964.723/0001-02;O;1990-02-16;1;;False;;;2025-08-01T15:34:20;ribeirosofia;2025-08-01T15:34:20;ribeirosofia;3141979233;maria32@gmail.com;2025-11-12T19:36:33
238;Carlos Eduardo Novais;809.645.137-57;M;1978-01-29;1;;False;;;2024-02-24T01:33:38;zoliveira;2024-02-24T01:33:38;zoliveira;5505101310057;carlos50@yahoo.com.br;2025-09-09T21:05:01
239;Pedro Pires;801.795.426-30;M;1964-12-22;1;;False;;;2025-05-23T03:56:35;pmachado;2025-05-23T03:56:35;pmachado;557169748758;pedro56@hotmail.com;2025-08-13T17:46:34
